tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,4,70,758,5262,1052.4,75.17142857142858,6.941952506596306,1.5013192612137205,16.257142857142856,227.6,0.0714285714285714,1.1612244897959183,8.334897777777776,-0.5379348348481858,28.704460359341628,,,
2,4,70,352,2368,473.6,33.82857142857143,6.7272727272727275,1.78125,8.957142857142857,125.4,0.0714285714285714,0.639795918367347,7.307738478027865,-0.5602722410423168,14.851948051948051,,,
3,21,78,642,4368,198.54545454545453,56.0,6.803738317757009,0.4828660436137071,3.9743589743589753,14.090909090909092,0.282051282051282,1.1209730440499672,8.63067160232681,-0.4022401101539102,27.934579439252335,,,
4,1,22,250,1900,950.0,86.36363636363636,7.6,0.304,3.4545454545454546,38.0,0.0909090909090909,0.3140495867768595,7.995035460992906,inf,31.654545454545453,,,
5,72,125,674,4398,60.24657534246575,35.184,6.525222551928783,0.4970326409495549,2.68,4.589041095890411,0.584,1.56512,7.293178212585932,-0.3837161961414048,37.90307418397626,,,
6,12,203,1290,8314,639.5384615384615,40.95566502463054,6.444961240310078,1.0604651162790697,6.738916256157635,105.23076923076924,0.064039408866995,0.4315562134485185,6.375625562556252,-0.4425478419853368,19.800208754980208,,,
7,2,26,165,1146,382.0,44.07692307692308,6.945454545454545,2.327272727272727,14.76923076923077,128.0,0.1153846153846153,1.7041420118343198,7.464166666666667,-0.8139995953033198,17.674125874125874,,,
8,5,67,456,3432,572.0,51.223880597014926,7.526315789473684,0.6798245614035088,4.626865671641791,51.66666666666666,0.0895522388059701,0.4143461795500111,9.064821066846726,-0.5020025490834917,21.25006546216287,,,
9,9,156,1023,6862,686.2,43.98717948717949,6.70772238514174,0.3792766373411534,2.4871794871794872,38.8,0.0641025641025641,0.1594345825115055,7.255903443379484,-0.4558551706752761,19.898300624107076,,,
10,2,36,255,1750,583.3333333333334,48.611111111111114,6.862745098039215,0.6392156862745098,4.527777777777778,54.333333333333336,0.0833333333333333,0.3773148148148147,7.647798408488061,-0.8127362285476002,19.157952069716774,,,
11,8,62,501,3712,412.44444444444446,59.87096774193548,7.409181636726547,1.5389221556886228,12.435483870967742,85.66666666666667,0.1451612903225806,1.8051508844953172,7.90335,-0.4484488123411324,25.093383126220676,,,
12,5,59,371,2410,401.6666666666667,40.847457627118644,6.495956873315364,0.5013477088948787,3.152542372881356,31.0,0.1016949152542373,0.3205975294455616,8.400127388535026,-0.5219544135538154,17.447804833478003,,,
13,0,70,504,3450,3450.0,49.285714285714285,6.845238095238095,0.4166666666666667,3.0,210.0,0.0142857142857142,0.0428571428571428,7.800693000693002,,18.71031746031746,,,
,,,,,,,,,,,,,,,,,,
tale_id,episode_id,sentence,num_words,num_clauses,dep_distance,Eventfulness,I,,,,,,,,,,,
1,1,"El hermanito cogió de la mano a su hermanita y le habló así:- Desde que mamá murió no hemos tenido una hora de felicidad; la madrastra nos pega todos los días, y si nos acercamos a ella nos echa a puntapiés.",46,9,549,0.017543859649122806,9.631578947368421,,,,,,,inf,3.5497076023391814,,,
1,1,"Por comida sólo tenemos los mendrugos de pan duro que sobran, y hasta el perrito que está debajo de la mesa, lo pasa mejor que nosotros, pues alguna que otra vez le echan un buen bocado.",40,11,532,0.017543859649122806,9.333333333333332,,,,,,,inf,3.4502923976608186,,,
1,1,¡Dios se apiade de nosotros!,6,1,11,0.017543859649122806,0.19298245614035087,,,,,,,inf,0.40350877192982454,,,
1,1,¡Si lo viera nuestra madre!,6,1,15,0.017543859649122806,0.2631578947368421,,,,,,,inf,0.4269005847953216,,,
1,1,¿Sabes qué?,3,1,3,0.017543859649122806,0.05263157894736842,,,,,,,inf,0.3567251461988304,,,
1,1,"Ven conmigo, a correr mundo.Y estuvieron caminando todo el día por prados, campos y pedregales, y cuando empezaba a llover, decía la hermanita:- ¡Es Dios y nuestros corazones que lloran juntos!Al atardecer llegaron a un gran bosque, tan fatigados a causa del dolor, del hambre y del largo camino recorrido, que, sentándose en el hueco de un árbol, no tardaron en quedarse dormidos.A la mañana siguiente, al despertar, el sol estaba ya muy alto en el cielo y sus rayos daban de pleno en el árbol.",102,22,3531,0.017543859649122806,61.94736842105263,,,,,,,inf,20.98830409356725,,,
1,1,"Dijo entonces el hermanito:- Hermanita, tengo sed; si supiera de una fuentecilla iría a beber.",20,6,156,0.017543859649122806,2.7368421052631575,,,,,,,inf,1.2514619883040934,,,
1,1,"Me parece que oigo el murmullo de una.Y levantándose y cogiendo a la niña de la mano, salieron en busca de la fuente.",25,4,160,0.017543859649122806,2.807017543859649,,,,,,,inf,1.2748538011695907,,,
1,1,"Pero la malvada madrastra era bruja, y no le había pasado por alto la escapada de los niños.",20,4,106,0.017543859649122806,1.8596491228070176,,,,,,,inf,0.9590643274853802,,,
1,1,"Deslizándose solapadamente detrás de ellos, como sólo una hechicera sabe hacerlo, había embrujado todas las fuentes del bosque.",21,4,159,0.017543859649122806,2.789473684210526,,,,,,,inf,1.2690058479532162,,,
1,1,"Al llegar ellos al borde de una, cuyas aguas saltaban escurridizas entre las piedras, el hermanito se aprestó a beber.",23,3,141,0.017543859649122806,2.4736842105263155,,,,,,,inf,1.1637426900584795,,,
1,1,"Pero la hermanita oyó una voz queda que rumoreaba: ""Quién beba de mí se convertirá en tigre; quien beba de mí se convertirá en tigre"".",30,6,435,0.017543859649122806,7.63157894736842,,,,,,,inf,2.8830409356725144,,,
1,1,"Por lo que exclamó la hermanita:- ¡No bebas, hermanito, te lo ruego; si lo haces te convertirás en tigre y me despedazarás!El hermanito se aguantó la sed y no bebió, diciendo:- Esperaré a la próxima fuente.Cuando llegaron a la segunda, oyó también la hermanita que murmuraba: ""Quien beba de mí se transformará en lobo, quien beba de mí se transformará en lobo"".Y exclamó la hermanita:- ¡No bebas, hermanito, te lo ruego; si lo haces te convertirás en lobo y me devorarás!El niño renunció a beber, diciendo:- Aguardaré hasta la próxima fuente; pero de ella beberé, digas tú lo que digas, pues tengo una sed irresistible.Cuando llegaron a la tercera fuentecilla, la hermanita oyó que, rumoreando, decía: ""Quien beba de mí se convertirá en corzo; quien beba de mí se convertirá en corzo"".",169,44,11236,0.017543859649122806,197.12280701754383,,,,,,,inf,66.04678362573098,,,
