tale_id,episode_id,sentence,num_words,num_clauses,dep_distance,Eventfulness,I,hurst_dep_distance,hurst_eventfulness,hurst_I
1,1,"Es war einmal ein alter König, der war krank und dachte es wird wohl das Totenbett sein, auf dem ich liege.",24,5,276,0.0833333333333333,23.0,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Da sprach er: ""Laßt mir den getreuen Johannes kommen!""",13,3,78,0.0833333333333333,6.5,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Der getreue Johannes war sein liebster Diener und hieß so, weil er ihm sein Leben lang so treu gewesen war.",22,4,151,0.0833333333333333,12.583333333333332,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Als er nun vor das Bett kam, sprach der König zu ihm: ""Getreuester Johannes, ich fühle, daß mein Ende herannaht, und da habe ich keine andere Sorge als um meinen Sohn.",38,10,667,0.0833333333333333,55.58333333333333,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Er ist noch in jungen Jahren, wo er sich nicht immer zu raten weiß.",16,4,64,0.0833333333333333,5.333333333333333,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Und wenn du mir nicht versprichst, ihn zu unterrichten in allem, was er wissen muß, und sein Pflegevater zu sein, so kann ich meine Augen nicht in Ruhe schließen.""",35,8,562,0.0833333333333333,46.83333333333333,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Da antwortete der getreue Johannes: ""Ich will ihn nicht verlassen und will ihm mit Treue dienen, wenn's auch mein Leben kostet.""",27,6,198,0.0833333333333333,16.5,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Da sagte der alte König: ""So sterb ich getrost und in Frieden.""",16,4,120,0.0833333333333333,10.0,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Und sprach dann weiter: ""Nach meinem Tode sollst du ihm das ganze Schloß zeigen, alle Kammern, Säle und Gewölbe und alle Schätze, die darin liegen.",31,8,465,0.0833333333333333,38.75,0.6546942006020633,0.5786718283413468,0.5526670925046807
1,1,"Aber die letzte Kammer in dem langen Gange sollst du ihm nicht zeigen, worin das Bild der Königstochter vom goldenen Dache verborgen steht.",25,3,165,0.0833333333333333,13.75,0.6546942006020633,0.5786718283413468,0.5526670925046807
