tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,Average_Eventfulness,Average_I,CLI,D_h,avg_homothety,hurst_dep_distance,hurst_eventfulness,hurst_I
1,12,225,1706,9554,734.9230769230769,42.46222222222222,5.600234466588511,1.1711606096131302,8.88,153.69230769230768,0.0577777777777777,0.5130666666666667,5.144879189399841,-0.45762416142371887,20.020818896270246,,,
2,7,35,384,2258,282.25,64.51428571428572,5.880208333333333,0.9869791666666666,10.82857142857143,47.375,0.2285714285714285,2.4751020408163265,6.4575336787564765,-0.4827850463108176,25.79816468253968,,,
3,5,55,598,3330,555.0,60.54545454545455,5.568561872909699,0.3026755852842809,3.290909090909091,30.166666666666668,0.109090909090909,0.3590082644628099,6.308373702422145,-0.5300439504248858,23.704672139454747,,,
4,9,126,1276,7504,750.4,59.55555555555556,5.8808777429467085,0.3346394984326019,3.388888888888889,42.7,0.0793650793650793,0.2689594356261022,6.809243483788933,-0.462966570171953,24.81214443283409,,,
5,2,30,330,1892,630.6666666666666,63.06666666666667,5.733333333333333,2.5303030303030303,27.83333333333333,278.3333333333333,0.1,2.783333333333333,5.78358353510896,-0.8263896500412224,23.599999999999998,,,
6,5,53,446,2636,439.3333333333333,49.735849056603776,5.910313901345291,4.302690582959642,36.20754716981132,319.8333333333333,0.1132075471698113,4.098967604129584,6.252451071761417,-0.5273871085824009,20.21538765264969,,,
7,4,81,428,2490,498.0,30.74074074074074,5.817757009345795,2.1401869158878504,11.308641975308642,183.2,0.0617283950617283,0.6980643194634965,4.438766169154228,-0.5790253585855625,13.519499250028845,,,
8,21,87,792,4874,221.54545454545453,56.02298850574713,6.154040404040404,0.7095959595959596,6.459770114942529,25.545454545454547,0.2528735632183908,1.6335050865371914,5.392835820895517,-0.41277927975437034,27.725676303262507,,,
9,12,80,826,4706,362.0,58.825,5.697336561743342,0.397094430992736,4.1,25.23076923076923,0.1625,0.66625,7.080501756146511,-0.44770922678568925,25.507445520581115,,,
10,6,82,706,4318,616.8571428571429,52.65853658536585,6.11614730878187,0.3087818696883853,2.658536585365854,31.142857142857142,0.0853658536585365,0.226948245092207,5.687043879907616,-0.49898740162703326,21.591561298049243,,,
11,29,95,940,5738,191.26666666666668,60.4,6.104255319148936,2.974468085106383,29.431578947368426,93.2,0.3157894736842105,9.294182825484764,5.527472164948456,-0.40048580049740773,31.834751773049646,,,
12,21,149,1314,7860,357.27272727272725,52.75167785234899,5.981735159817352,0.4710806697108067,4.154362416107382,28.13636363636364,0.1476510067114094,0.6133957929822981,5.796927692769273,-0.4173589900942462,26.57780433738878,,,
13,8,77,698,4452,494.6666666666667,57.81818181818182,6.378223495702006,0.3839541547277937,3.4805194805194803,29.77777777777778,0.1168831168831168,0.4068139652555236,6.424379562043793,-0.4640044053676721,24.06546843796127,,,
14,2,33,202,1108,369.3333333333333,33.57575757575758,5.485148514851486,0.3564356435643564,2.1818181818181817,24.0,0.0909090909090909,0.1983471074380165,6.0775475687103615,-0.847694987659913,13.68696869686969,,,
,,,,,,,,,,,,,,,,,,
tale_id,episode_id,sentence,num_words,num_clauses,dep_distance,Eventfulness,I,,,,,,,,,,,
1,1,"A certain father had two sons, the elder of whom was smart and sensible, and could do everything, but the younger was stupid and could neither learn nor understand anything, and when people saw him they said, ""There's a fellow who will give his father some trouble!""",56,10,1384,0.125,173.0,,,,,,,inf,58.041666666666664,,,
1,1,"When anything had to be done, it was always the elder who was forced to do it; but if his father bade him fetch anything when it was late, or in the night-time, and the way led through the churchyard, or any other dismal place, he answered ""Oh, no, father, I'll not go there, it makes me shudder!""",72,14,2418,0.125,302.25,,,,,,,inf,101.125,,,
1,1,for he was afraid.,5,1,6,0.125,0.75,,,,,,,inf,0.625,,,
1,1,"Or when stories were told by the fire at night which made the flesh creep, the listeners sometimes said ""Oh, it makes us shudder!""",29,6,331,0.125,41.375,,,,,,,inf,14.166666666666666,,,
1,1,"The younger sat in a corner and listened with the rest of them, and could not imagine what they could mean.",23,3,148,0.125,18.5,,,,,,,inf,6.541666666666667,,,
1,1,"""They are always saying 'it makes me shudder, it makes me shudder!'",16,4,94,0.125,11.75,,,,,,,inf,4.291666666666667,,,
1,1,"It does not make me shudder,"" thought he.",11,3,46,0.125,5.75,,,,,,,inf,2.2916666666666665,,,
1,1,"""That, too, must be an art of which I understand nothing.""",16,2,66,0.125,8.25,,,,,,,inf,3.125,,,
1,2,"Now it came to pass that his father said to him one day ""Hearken to me, thou fellow in the corner there, thou art growing tall and strong, and thou too must learn something by which thou canst earn thy living.",46,7,949,0.125,118.625,,,,,,,-0.42889031426779206,40.25,,,
1,2,"Look how thy brother works, but thou dost not even earn thy salt.""",16,3,120,0.125,15.0,,,,,,,-0.48744184607655017,5.708333333333333,,,
1,2,"- ""Well, father,"" he replied, ""I am quite willing to learn something - indeed, if it could but be managed, I should like to learn how to shudder.",37,8,442,0.125,55.25,,,,,,,-0.4434940770192192,19.125,,,
1,2,"I don't understand that at all yet.""",10,2,37,0.125,4.625,,,,,,,-0.5913322346962944,2.25,,,
1,2,"The elder brother smiled when he heard that, and thought to himself, ""Good God, what a blockhead that brother of mine is!",27,4,282,0.125,35.25,,,,,,,-0.4550090159675945,12.458333333333334,,,
1,2,He will never be good for anything as long as he lives.,13,2,51,0.125,6.375,,,,,,,-0.5499072821165709,2.8333333333333335,,,
1,2,"He who wants to be a sickle must bend himself betimes.""",13,3,58,0.125,7.25,,,,,,,-0.5370719530021345,3.125,,,
1,2,"The father sighed, and answered him ""thou shalt soon learn what it is to shudder, but thou wilt not earn thy bread by that.""",29,6,354,0.125,44.25,,,,,,,-0.4488413484981361,15.458333333333334,,,
